sentence,label,domain,year,title,url,slide,obs
Vehicle does not maintain safe distance from nearby objects.,hazard,automotive,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,54,
Vehicle enters dangerous area/region.,hazard,automotive,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,54,
"Vehicle exceeds safe operating envelope for environment (speed, lateral/longitudinal forces).",hazard,automotive,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,54,
Vehicle occupants exposed to harmful effects and/or health hazards.,hazard,automotive,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,54,
Loss of life or serious injury to patient.,loss,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55,
Patient’s pain is not relieved.,loss,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55,
Loss of protected patient or proprietary hospital information.,loss,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55,
Financial loss or loss of hospital reputation.,loss,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55,
Patient has opioid overdose.,hazard,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55,
Patient has opioid underdose.,hazard,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55,
Patient info disclosed to unauthorized parties.,hazard,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55,
Loss of life or injury/health.,loss,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57,
Environmental loss (release).,loss,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57,
Loss of/damage to plant.,loss,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57,
Loss of generation.,loss,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57,
Plant releases radioactive material.,hazard,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57,
Plant is operated outside limits.,hazard,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57,
Plant is shut down.,hazard,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57,
Vehicle must maintain safe distance from nearby objects.,constraint,automotive,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58,
Chemical plant must not release toxic chemicals into the atmosphere.,constraint,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58,
Nuclear power plant must not release radioactive materials into environment.,constraint,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58,
Vehicles must always maintain safe distances from each other.,constraint,automotive,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58,
Food products for sale contain pathogens.,hazard,food,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58,
Food products with pathogens must not be sold.,constraint,food,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58,
"Loss of life, injury or health compromise.",loss,aviation,2020,"STPA Applied for Safety, Security, and Privacy Issues in Smart Airport Terminal New Concepts",https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Airport-Terminal-Safety-Security-Privacy.pdf,11,
Damage to equipment or infrastructure.,loss,aviation,2020,"STPA Applied for Safety, Security, and Privacy Issues in Smart Airport Terminal New Concepts",https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Airport-Terminal-Safety-Security-Privacy.pdf,11,
Disruption on processing or transport.,loss,aviation,2020,"STPA Applied for Safety, Security, and Privacy Issues in Smart Airport Terminal New Concepts",https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Airport-Terminal-Safety-Security-Privacy.pdf,11,
Stain to reputation.,loss,aviation,2020,"STPA Applied for Safety, Security, and Privacy Issues in Smart Airport Terminal New Concepts",https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Airport-Terminal-Safety-Security-Privacy.pdf,11,
Equipment or procedure entraps user during processing.,hazard,aviation,2020,"STPA Applied for Safety, Security, and Privacy Issues in Smart Airport Terminal New Concepts",https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Airport-Terminal-Safety-Security-Privacy.pdf,11,
State or Dynamic leads to damages on physical component.,hazard,aviation,2020,"STPA Applied for Safety, Security, and Privacy Issues in Smart Airport Terminal New Concepts",https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Airport-Terminal-Safety-Security-Privacy.pdf,11,
Unauthorized user is allowed through.,hazard,aviation,2020,"STPA Applied for Safety, Security, and Privacy Issues in Smart Airport Terminal New Concepts",https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Airport-Terminal-Safety-Security-Privacy.pdf,11,
Non-recovery from disruption / Recovery into a hazardous state.,hazard,aviation,2020,"STPA Applied for Safety, Security, and Privacy Issues in Smart Airport Terminal New Concepts",https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Airport-Terminal-Safety-Security-Privacy.pdf,11,
Unauthorized/unconsented disclosure/release of PII/PD.,hazard,aviation,2020,"STPA Applied for Safety, Security, and Privacy Issues in Smart Airport Terminal New Concepts",https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Airport-Terminal-Safety-Security-Privacy.pdf,11,
Patient is (potentially or actually; same hereafter) injured or killed from radiation overexposure or under-treatment.,loss,medicine,2020,Implementing CAST in Healthcare,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Implementing-CAST-in-Healthcare.pdf,11,cast
Nonpatient is injured or killed by radiation.,loss,medicine,2020,Implementing CAST in Healthcare,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Implementing-CAST-in-Healthcare.pdf,11,cast
Physical injury to a patient or nonpatient not from radiation.,loss,medicine,2020,Implementing CAST in Healthcare,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Implementing-CAST-in-Healthcare.pdf,11,cast
Damage or loss of equipment.,loss,medicine,2020,Implementing CAST in Healthcare,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Implementing-CAST-in-Healthcare.pdf,11,cast
Damage to patient and staff satisfaction or hospital reputation.,loss,medicine,2020,Implementing CAST in Healthcare,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Implementing-CAST-in-Healthcare.pdf,11,cast
"Radiation is delivered in the wrong dose (amount, location, or timing), or to the wrong patient.",hazard,medicine,2020,Implementing CAST in Healthcare,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Implementing-CAST-in-Healthcare.pdf,11,cast
Nonpatient is unexpectedly exposed to radiation.,hazard,medicine,2020,Implementing CAST in Healthcare,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Implementing-CAST-in-Healthcare.pdf,11,cast
"Any person is exposed to nonradiation materials and energies (e.g., cryogen, noise) at hazardous levels.",hazard,medicine,2020,Implementing CAST in Healthcare,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Implementing-CAST-in-Healthcare.pdf,11,cast
Equipment is subject to stress beyond design.,hazard,medicine,2020,Implementing CAST in Healthcare,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Implementing-CAST-in-Healthcare.pdf,11,cast
"Patient or staff is subject to unexpected stress, delays, or urgencies.",hazard,medicine,2020,Implementing CAST in Healthcare,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Implementing-CAST-in-Healthcare.pdf,11,cast
Loss or damage to test environments.,loss,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,9,
Loss of mission (or performance degradation).,loss,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,9,
Financial loss.,loss,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,9,
Loss due to rescheduling.,loss,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,9,
Loss of client satisfaction.,loss,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,9,
Loss of product certification.,loss,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,9,
Loss of classified information.,loss,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,9,
"Loss of Human Life, Human Injury, Properties Damage or Environmental Losses.",loss,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,9,
Company doesn’t complete the certification processes.,hazard,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,
Products accepted in non-conformance with the specification.,hazard,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,
Certification Tests not performed as scheduled.,hazard,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,
Certification Process temporally interrupted due to budgetary constraints to the project.,hazard,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,
Leaking of project or production documentation.,hazard,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,
"Product, Design or Quality Management System certificate expired by time or cancelled due to failures of the products in operational life.",hazard,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,
"Design, Product, Quality Management System or Manufacturing Process certified with safety or mission related requirements not verified or not specified.",hazard,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,
"Reports, procedures, components, prototypes or design/production documents disapproved by Certification Authority.",hazard,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,
Certification Process implemented is not adequate to identify critical flaws or loss scenarios.,hazard,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,
"Certification Authority personal, including Organization Designation Authorization (ODA), unqualified to the product in analyse or at the certification process.",hazard,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,
The Quality Management Systems and Manufacturing Processes of the Company’s related to the Aeronautics and Space activities shall be certified.,constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,11,
All the safety/mission critical military aerospace designs and products shall be Certified to allow use or operation.,constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,11,
Verify the conformity of the products to respective certified design.,exconstraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,11,
"The products shall be in conformity with the design. If it’s not, it shall not be used or operated.",constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,11,
The test planning shall consider the financial restrictions and the management risks of the project.,constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,11,
The financial budget for the project development and production shall be allocated by the sponsors.,constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,11,
"In case of budget restriction is unavoidable, the company management shall prioritize the activities without compromising safety or performance aspects.",constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,11,
"Sensitive information regarding the aircrafts, vehicles, payloads and ground support systems designs or procedures; personnel data; production process; material; organic or operational safety information, among others, shall be kept with the allocated restricted access.",constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,11,
"The owner of a certificate product shall be aware of the expiration date, if applicable, and provide the necessary documentation to avoid its expiration.",constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12,
The owner of a certificate product shall maintain the system safety and the manufacturing according to the design approved to avoid the certificate to be cancelled.,constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12,
The certification process shall allow verification of all safety critical or performance requirements and also the system functions.,constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12,
"The reports, procedures and documents not approved by Certification Authority shall be revised and the revisions shall be submitted to the Certification Authority for approval. It might be necessary to repeat test or simulations in order to verify design changes.",constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12,
The Certification Authority personnel shall be qualified at the certification process.,constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12,
The Certification Authority personnel shall be qualified according to project/production area they are analysing.,constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12,
The certification process shall allow identification of critical flaws and loss scenarios.,constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12,
"The certification process shall be continuously updated, allowing improvement of the procedures and regulations.",constraint,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12,
The train derails.,exloss,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10,
The train squeezes at switch.,exloss,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10,
The train hits obstacles that violated the limit.,exloss,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10,
The train hits personnel.,exloss,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10,
The train exceeds speed limit on tie line.,hazard,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10,
The train exceeds speed limit of switch P2602.,hazard,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10,
The train exceeds speed limit of switch P10.,hazard,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10,
Loss of human life / damage to health and wellbeing (e.g. long term concerns with COVID).,loss,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,6,
"Loss of economic stability (e.g. closure of business / increases in unemployment, decrease in purchasing power).",loss,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,6,
"Loss of functioning democratic society (e.g. loss of freedom, human right .etc.).",loss,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,6,
The population has an increase in infected cases.,hazard,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,7,
Inability of companies / organizations to operate normally.,hazard,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,7,
Overwhelming health system in the nation.,hazard,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,7,
Lack of essential supply in the nation.,hazard,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,7,
Social unrest in the nation.,hazard,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,7,
Discriminations in the nation.,hazard,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,7,
Loss of Intellectual Property.,loss,industry,2021,STPA Applied Before the SolarWinds Attack,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1210__Bear-Thomas.pdf,7,
Loss of Reputation.,loss,industry,2021,STPA Applied Before the SolarWinds Attack,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1210__Bear-Thomas.pdf,7,
Loss of Mission.,loss,industry,2021,STPA Applied Before the SolarWinds Attack,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1210__Bear-Thomas.pdf,7,
Loss or Damage to components / products.,loss,industry,2021,STPA Applied Before the SolarWinds Attack,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1210__Bear-Thomas.pdf,7,
Loss of Critical Protected Data.,loss,industry,2021,STPA Applied Before the SolarWinds Attack,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1210__Bear-Thomas.pdf,7,
Loss of life or injury to people.,loss,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,
Loss or damage to ego vehicle.,loss,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,
Loss of reputation (OEM and/or supplier).,loss,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,
Loss of driver comfort.,loss,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,
Ego vehicle leaves its lane.,hazard,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,
Ego vehicle applies hard braking.,hazard,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,
Ego vehicle applies insufficient braking.,hazard,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,
Ego vehicle applies hard acceleration.,hazard,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,
Ego vehicle must not leave the lane unless desired by the driver.,constraint,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,
Ego vehicle must not decelerate at rates greater than 4 m/s^2.,constraint,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,
Ego vehicle must decelerate at rates greater than 0.9 m/s^2.,constraint,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,
Ego vehicle must not accelerate at rates greater than 1 m/s^2.,constraint,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,
Loss of human life - human injury.,loss,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,6,
Workplace environment is not suitable for human health.,hazard,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,6,
Workplace ventilation integrity is lost.,hazard,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,6,
Workplace oxygen levels are not suitable (too low).,hazard,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,6,
Workplace methane levels are not suitable (too high).,hazard,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,6,
"If ventilation turned off, the workplace must be abandoned immediately.",constraint,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,7,
"If ventilation does not maintain oxygen level over 19%, this must be detected, and workers must use self-rescuers and abandon the workplace.",constraint,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,7,
" If ventilation does not maintain methane level below 2%, this must be detected, electricity must be cut off, and workers must follow specific procedures to reduce the methane content.",constraint,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,7,
"If ventilation does not maintain methane level below 3%, this must be detected, electricity must be cut off, and workers must abandon the workplace immediately.",constraint,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,7,
Loss of mission.,loss,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,
Loss of life or injury to people.,loss,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,
Enviromental losses.,loss,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,
Monetary losses.,loss,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,
Mission preparation time is exceeded.,hazard,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,
System operational limits are exceeded.,hazard,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,
System is not ready to fulfill designited mission.,hazard,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,
Mission efficiency is compromised by interference.,hazard,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,
Mission critical information is exposed to unauthorized person.,hazard,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,
Loss of life or injury to personnel.,loss,aviation,2022,System-Theoretic Process Analysis (STPA) Evaluation of Boeing's Automated Test Maneuvers (ATM) System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1250__Darren%20McDonald__PUB.pdf,5,
